"","Ligne.Incidentologie","Ligne.Q.qualif","Ligne.Approfondissement.Incident","NBINCI1","INCIFREQ1","NBINCI2","INCIFREQ2","NBINCI3","INCIFREQ3","NBINCI4","INCIFREQ4","NBINCI5","INCIFREQ5","NBINCI6","INCIFREQ6","NBINCI7","INCIFREQ7","NBINCI8","INCIFREQ8","NBINCI9","INCIFREQ9","NBINCI10","INCIFREQ10","NBINCI11","INCIFREQ11","NBINCI12","INCIFREQ12","AUTRESINCI","NBAUTRESINCI","TOTAL_INC","DESCAUTREINCI1","DESCAUTREINCI2","DESCAUTREINCI3","DESCAUTREINCI4","DESCAUTREINCI5","DESCAUTREINCI6","DESCAUTREINCI7","DESCAUTREINCI8","DESCAUTREINCI9","DESCAUTREINCI10","EXPCYCLO","EXP125","EXPGC","ACCORDNEXTQ","CHOIXINCI","RGPMTINCI","CHOIX1","CHOIX2","CHOIX3","CHOIX4","CHOIX5","CHOIX6","CHOIX7","DESCRIPTION","RUPTURE","FAITS","ABS_REACTION","IMPACT_COMPORTEMENT","COMPORTEMENT_PRECISION","AUTRE_USAGER","REACTION_AUTRE_USAGER","CONNAISSANCE_REACTIOn_USAGER","DIFFICULTES","AGGRAVATION","AGGRAVATION_PRECISION","EMOTION1","EMOTION2","EMOTION3","EMOTION4","EMOTION5","EMOTION6","AUTRE_SENTIMENT","CL_EMOTION1","CL_EMOTION2","CL_EMOTION3","CL_EMOTION4","CL_EMOTION5","CL_EMOTION6","CL_EMOTION9","EXPL_EMOTION","BIEN_EQUIPE","ALLURE","ALLURE_VITE_DETAIL","ALLURE_LENTE_DETAIL","SIT_CONDUITE1","SIT_CONDUITE2","SIT_CONDUITE3","SIT_CONDUITE4","SIT_CONDUITE5","SIT_CONDUITE6","SIT_CONDUITE7","SIT_CONDUITE8","HUMEUR1","HUMEUR2","HUMEUR3","HUMEUR4","HUMEUR5","CONTRIBUTION1","CONTRIBUTION2","CONTRIBUTION3","CONTRIBUTION4","CONTRIBUTION5","CONTRIBUTION6","CONTRIBUTION7","CONTRIBUTION8","CONTRIBUTION9","ROLE_INFRA","ELEMENT_INFRA1","ELEMENT_INFRA2","ELEMENT_INFRA3","ELEMENT_INFRA4","ELEMENT_INFRA5","ELEMENT_INFRA6","ELEMENT_INFRA7","ELEMENT_INFRA8","MEDICAMENTS","ALCOOL","TX_ALCOOL","STUP","SEMAINE","MOMENT_JOURNEE","TEMPS","CAUSE_ACC1","CAUSE_ACC2","CAUSE_ACC3","CAUSE_ACC4","CAUSE_ACC5","FORMATION_CAUSE","FORMATION1","FORMATION2","FORMATION3","FORMATION4","TRAFIC","CHAUSSEE1","CHAUSSEE2","CHAUSSEE3","CHAUSSEE4","TRAJET","TYPE_ROUTE","MOTIF","SENS_TRAJET","PASSAGER","VITESSE","DESC_EQUIPEMENT1","DESC_EQUIPEMENT2","DESC_EQUIPEMENT3","DESC_EQUIPEMENT4","DESC_EQUIPEMENT5","DESC_EQUIPEMENT6","DESC_EQUIPEMENT7","DESC_EQUIPEMENT8","DESC_EQUIPEMENT9","DESC_EQUIPEMENT10","HABITUDE1","HABITUDE2","HABITUDE3","HABITUDE4","HABITUDE5","HABITUDE6","MARQUE","CYLINDREE","MODELE","GTA","SEGMENT","APPELLATION","OPTION","SIDE","EQ_2RM1","EQ_2RM2","EQ_2RM3","EQ_2RM4","EQ_2RM5","EQ_2RM6","EQ_2RM7","EQ_2RM8","EQ_2RM9","EQ_2RM10","KM","POINTS","DUREE","AUTRE_2RM","VEH_PREC_MARQUE","VEH_PREC_CYLINDREE","VEH_PREC_MODELE","VEH_PREC_GTA","VEH_PREC_SEGMENT","VEH_PREC_APPELLATION","VEH_PREC_OPTION","VEH_PREC_SIDE","TEMPS_2RM1","FREQ_2RM1","DATE_NAISS","CSP","SOCIETAIRE","SALARIE","SECTEUR2RM","NBPERSFOYER","SITFAM","NBENF","TRNBENF1","TRNBENF2","TRNBENF3","TRNBENF4","NBAUTOFOYER","NBCYCLOFOYER","NBSCOOTFOYER","NBMOTOFOYER","NBTRIKEFOYER","NB2RMCONDUIT","MARQUE1","CYLINDREE1","MODELE1","SEGMENT1","SIDE1","ANMISECIRCU1","ASS1","FREQ1","USAGE1","NBKM1","GARAGE1","MARQUE2","CYLINDREE2","MODELE2","SEGMENT2","SIDE2","ANMISECIRCU2","ASS2","FREQ2","USAGE2","NBKM2","GARAGE2","MARQUE3","CYLINDREE3","MODELE3","SEGMENT3","SIDE3","ANMISECIRCU3","ASS3","FREQ3","USAGE3","NBKM3","GARAGE3","MARQUE4","CYLINDREE4","MODELE4","SEGMENT4","SIDE4","ANMISECIRCU4","ASS4","FREQ4","USAGE4","NBKM4","GARAGE4","MARQUE5","CYLINDREE5","MODELE5","SEGMENT5","SIDE5","ANMISECIRCU5","ASS5","FREQ5","USAGE5","NBKM5","GARAGE5","NBKMTOT","PERMIS1","PERMIS2","PERMIS3","PERMIS4","PERMIS5","PERMIS6","PERMIS7","PERMIS8","PERMIS9","ANPERMIS1","ANPERMIS6","ANPERMIS7","ANPERMIS2","ANPERMIS3","ANPERMIS8","ANPERMIS9","ANPERMIS4","ANPERMIS5","X","X.1","X.2","isScooter"
"317",776,3920,"",1,5,0,5,0,5,0,5,0,5,0,5,0,3,0,5,2,4,0,4,1,3,10,4,0,NA,14,"","","","","","","","","",NA,"5","0",10,1,9,"NRP","","","","",NA,NA,NA,"","","","","","","","","","","","","","",NA,NA,NA,NA,"","",NA,"",NA,NA,NA,NA,"","","","","","","","","","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","","","","","","","","",NA,"","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","","","","","","","","","","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,"","",NA,NA,"","","","","","","","","","","25MAR1970","7","2","3","2",1,1,NA,"NRP","","","",1,0,0,1,0,1,"HONDA",1500,"GOLD WING","Routière / GT","2","1996","2",2,1,5000,"7","","","","","","",NA,NA,NA,NA,"","","","","","","",NA,NA,NA,NA,"","",NA,"","",NA,NA,NA,NA,NA,NA,"","",NA,"","",NA,NA,NA,NA,NA,NA,"",5000,"3",4,NA,NA,NA,NA,NA,NA,NA,"NRP","NRP","NRP","NRP","2005","NRP","NRP","1988","NRP","","","","Motorcycle"
"318",559,3922,"53V2",0,5,1,6,0,5,0,5,2,6,0,4,0,4,12,4,10,5,0,4,3,5,0,3,1,1,29,"très très fort ralentissement ,jusqu'à arrêt total des véhicules dans un petit tunnel servant à shunter un carrefour.","","","","","","","","",NA,"2","4",36,1,9,"Vou","6","","","",NA,NA,NA,"une 2 fois 2 voies , vitesse limitée à 50km/h , fait le tour de ma ville (Cherbourg) . IMPOSSIBLE de laisser une distance de sécurité ! Les voitures doublent par la droite , la gauche (ça a ,d'ailleur, valut un accident de scoot à ma fille , il y a quelques années). Très peu de respect de la vitesse limitée . Les plus dangereux : les autos avec un ""A"" au cul ! impressionnant . Bref ,c'est une situation que je vis , que je sois en auto ou en moto , presque tout les jours .","insersion d'une auto dans ma distance de sécurité puis gros ralentissement (en même temps) . Risque de collision avec la voiture qui s'est faufilée devant moi .","réaction de ma part : freinage pour ne pas être renversé par l'auto s'étant faufilée entre moi et le véhicule que je suivais . Puis , gros freinage ,en essayant de ne pas bloquer les roues (moto agée ,pas d'abs ), dû au fort ralentissement. Réaction du chauffard : ? , il a rien fait ,rien vu , j'ai qu'a faire gaffe ! ""vous rouliez vite !"" c'est ça ,oui... Bref ,R.A.F . il aurait pu tuer un père de 4 enfants , pas grave.","1","2","sur cette partie de boulevard : encore plus d'attention ! je me méfie de tout le monde ( vu une femme avec le tel portable : pas facile de conduire , passer les vitesses et faire attention aux autres) . Je lui ai fais remarquer le danger : RAF !","1","NSP","","l'auto me suivant (d'un peu près) , a dû super freiner pour ne pas me rentrer dans le cul et me faire tomber.","1","","2","4",NA,NA,NA,NA,"","",1,"",2,NA,NA,NA,"respect de la vitesse et espace de sécurité entre moi et le véhicule me devançant . Je m'attendais pas à voir une auto se glisser devant moi ,en trombe !","3","3","","","2","1","3","4","2","1","1","1","3",1,4,4,4,5,NA,NA,NA,NA,NA,NA,NA,NA,2,"","","","","",NA,NA,NA,2,2,NA,2,1,1,1,0,100,0,0,0,"NSP","","","","","3","1","","","",1,"AUT|boulevard","3",NA,0,55,1,10,2,3,5,NA,NA,NA,NA,NA,"4","4","4","3","4","4","HONDA","1200","GOLD WING ""DX""","458","Routière / GT","HONDA, 1200 GOLD WING ""DX""","1","2","1","0",1,1,1,1,1,1,1,1,"215000","12",4,0,"","","","","","","","","","","12APR1960","7","1","3","2",6,4,4,"NRP","","","",2,1,0,1,0,1,"HONDA",1200,"GOLD WING  DX","Routière / GT","2","1984","37",2,1,9000,"7","","","","","","",NA,NA,NA,NA,"","","","","","","",NA,NA,NA,NA,"","",NA,"","",NA,NA,NA,NA,NA,NA,"","",NA,"","",NA,NA,NA,NA,NA,NA,"",9000,"2",3,4,NA,NA,NA,NA,NA,NA,"NRP","NRP","NRP","1976","1978","NRP","NRP","1978","NRP","","","","Motorcycle"
"319",1765,3923,"54V1",2,4,1,6,1,5,0,4,3,5,1,5,0,3,3,3,4,5,0,2,2,5,2,4,0,NA,19,"","","","","","","","","",NA,"4","0",46,1,9,"Vou","6","","","",NA,NA,NA,"Je pense qu'une nouvelle attitude se fait jour pour l'automobiliste lamda : la non utilisation des clignotants ainsi que la non utilisation des rétroviseurs avant d'opérer une manoeuvre perturbatrice","j'étais en train de remonter la file de droite qui n'évoluait pas à une vitesse cohérente pour un quatre voies en la doublant par la gauche lorsqu'en arrivant à l'arrière d'un véhicule celui-ci change de file sans avertir et sans contrôle de faisabilité.","tout de suite un freinage violent suivi d'une forte colère pour cet individu qui se croit seul au monde , ou que la vie des autres usagers lui importe peu.   Gros sentiment de haine !!!!","1","2","Chaque fois que je côtoie un autre usager j'essaie d'anticiper toutes les manoeuvres qu'il est capable de faire en automatisme sans se soucier de sa sécurité et de celle des autres. Il faut avoir des yeux partout et surtout ne pas compter sur le fait que je suis à ma place et que le droit est de mon côté.","0","","","","","","2","3",NA,NA,NA,NA,"","",1,"2",NA,NA,NA,NA,"cette situation n'aurait jamais du avoir lieu si le conducteur était vraiment à son volant plutôt que de penser ou de faire autre chose que de conduire, donc surprise !!","4","3","","","2","2","3","4","1","1","1","1","1",3,4,4,4,10,NA,NA,NA,NA,NA,NA,NA,NA,2,"","","","","",NA,NA,NA,2,2,NA,2,1,1,1,0,100,0,0,0,"1","1","3","4","","3","1","","","",2,"4","3",NA,1,95,1,10,2,3,4,NA,NA,NA,NA,NA,"4","4","4","3","3","4","KAWASAKI","900","ZX-9R NINJA","2587","SPORTIVE","KAWASAKI, 900 ZX-9R NINJA","1","2","1","1",1,1,1,1,1,1,1,1,"NSP","12",4,1,"KAWASAKI","1000","Z1000  (<1978)","2265","ROADSTER","KAWASAKI, 1000 Z1000  (<1978)","1","2","4","3","19NOV1950","9","2","3","2",2,3,NA,"NRP","","","",3,1,0,1,0,2,"KAWASAKI",1400,"ZZR","Routière / GT","2","2011","29",2,1,16000,"7","MBK","50","MAGNUM","ROADSTER","2","1990",38,4,1,500,"7","","","","","","",NA,NA,NA,NA,"","",NA,"","",NA,NA,NA,NA,NA,NA,"","",NA,"","",NA,NA,NA,NA,NA,NA,"",16500,"3",4,NA,NA,NA,NA,NA,NA,NA,"NRP","NRP","NRP","NRP","1969","NRP","NRP","1969","NRP","","","","Motorcycle"
"320",743,3924,"89V2",0,5,1,5,0,5,0,4,0,5,2,5,0,4,1,1,2,6,0,5,0,5,1,6,0,NA,7,"","","","","","","","","",NA,"23","20",12,1,2,"Vou","3","4","5","",NA,NA,NA,"roulant sur la N186 en direction de Marly à 70 km/h, un utilitaire type kangoo stationné sur le bas côté à démarré en demi-tour direct, sans clignotant, alors que je devait être à 20 m à peine. je suis monté sur les freins, en faisant un évitement par la droite pour stopper au niveau du véhicule... qui lui avait marqué l'arrêt en pleine perpendiculaire à la route, à cheval sur les 2 sens de voie !  ayant quand même une vue sur l'habitacle, et voyant  que mon abruti du jour faisait mine de ne pas voir que j'existait, pas même une petite main levée en guise d'excuses, je me suis permis de lui hurler un retentissant ""P***** d'enc*** de ta r***!!!"" avant de reprendre ma route.  je sais, c'est pas bien de dire des gros mots, surtout lorsque l'on est au guidon, pour l'image de marque du motard, sur ce coup-là je plaide coupable... mais quand on voit la mort de près on peut être excusé je pense...","quand j'ai vu le véhicule démarrer soudainement alors que rien ne le laissait entrevoir, et que les roues directrices ont pris la direction opposée, braquées à fond, signe évident qu'il ne s'engageait pas sur la chausseé, en ayant sous-estimé ma vitesse, mais qu'il faisait bien demi-tour, s'affranchissant ainsi de ma présence et d'une ligne blanche au passage.","quand j'ai vu le demi-tour qu'allait faire le véhicule, j'ai immédiatement mis un coup de guidon pour me déporter à droite, tout en freinant. la chaussée étant heureusement assez large à cet endroit, avec un bas côté assez large pour aller manger l'herbe si besoin, de sorte que je ne me suis pas senti pris au piège par la manoeuvre d'évitement.  j'ai quand même fait un arrêt net au niveau du véhicule car celui-ci s'est immobilisé en plein demi-tour, au lieu de continuer son action...  comme je l'ai dit, le conducteur à fui mon regard, sans même daigner faire un geste d'excuse, comme si je n'existais pas, ce qui à déclenché une certaine fureur en moi, d'où l'insulte, alors que je suis plutôt courtois et avenant au quotidien.","NRP","3","","1","NSP","","il s'est rendu compte que j'arrivais sur lui plus vite qu'il ne l'avait perçu, et à immobilisé son véhicule en plein demi-tour, à cheval sur 2 voies de circulation en sens contraire ! Sans doute ne savait-il pas par quel côté de son véhicule j'allais essayer de l'éviter.","2","","1","2",3,6,NA,NA,"","1",3,"",NA,NA,2,NA,"bien que j'ai percu à 20 mètres ce qui se passait, j'ai eu peur car je me suis vu m'encastrer dans le véhicule. je suis content de ne pas avoir paniqué et j'ai pu effectuer un freinage d'urgence+évitement; ce qui n'empêche pas une grosse frayeur pendant la durée de l'action.","3","3","","","2","1","4","4","2","1","2","2","2",1,4,4,4,1,7,NA,NA,NA,NA,NA,NA,NA,2,"","","","","",NA,NA,NA,2,2,NA,2,1,1,1,5,95,0,0,0,"1","AUT|ce n'est pas ma formation qui est en cause mais celle de l'automobiliste, probablement ressortissant européen des pays de l'est...","","","","1","1","","","",2,"2","3",NA,0,70,1,10,2,3,4,NA,NA,NA,NA,NA,"4","4","4","3","4","4","MOTO GUZZI","1200","SPORT 4V","13141","ROADSTER","MOTO GUZZI, 1200 SPORT 4V","1","2","1","1",1,1,1,1,1,1,1,1,"55000","11",4,1,"YAMAHA","600","FZ6 ""S2""","9819","ROADSTER","YAMAHA, 600 FZ6 ""S2""","1","2","4","4","04AUG1975","3","1","3","1",5,4,3,"NRP","","","",2,0,1,1,0,2,"MOTO GUZZI",1200,"SPORT","ROADSTER","2","2007","37",3,1,10000,"4","YAMAHA","125","X-MAX","SCOOTER","2","2009",16,1,2,10000,"4","","","","","","",NA,NA,NA,NA,"","",NA,"","",NA,NA,NA,NA,NA,NA,"","",NA,"","",NA,NA,NA,NA,NA,NA,"",20000,"2",3,4,NA,NA,NA,NA,NA,NA,"NRP","NRP","NRP","1995","2003","NRP","NRP","1995","NRP","","","","Motorcycle"
"321",1093,3927,"",0,4,5,4,10,6,0,3,2,4,0,2,0,4,2,3,3,3,0,1,2,2,2,2,0,NA,26,"","","","","","","","","",NA,"0","1",5,1,3,"NRP","","","","",NA,NA,NA,"","","","","","","","","","","","","","",NA,NA,NA,NA,"","",NA,"",NA,NA,NA,NA,"","","","","","","","","","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","","","","","","","","",NA,"","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","","","","","","","","","","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,"","",NA,NA,"","","","","","","","","","","10NOV1974","5","2","3","1",2,2,1,"NRP","","","",0,0,0,1,0,1,"KAWASAKI",1000,"Z 1000 IE SX ABS","Routière / GT","2","2011","28",1,2,20000,"4","","","","","","",NA,NA,NA,NA,"","","","","","","",NA,NA,NA,NA,"","",NA,"","",NA,NA,NA,NA,NA,NA,"","",NA,"","",NA,NA,NA,NA,NA,NA,"",20000,"3",4,NA,NA,NA,NA,NA,NA,NA,"NRP","NRP","NRP","NRP","2010","NRP","NRP","1995","NRP","","","","Motorcycle"
"322",1791,3928,"",0,4,0,4,0,4,0,3,0,6,0,2,0,6,0,5,0,3,0,6,0,1,0,1,0,NA,0,"","","","","","","","","",NA,"0","0",6,1,NA,"NRP","","","","",NA,NA,NA,"","","","","","","","","","","","","","",NA,NA,NA,NA,"","",NA,"",NA,NA,NA,NA,"","","","","","","","","","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","","","","","","","","",NA,"","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","","","","","","","","","","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,"","",NA,NA,"","","","","","","","","","","19FEB1989","8","2","3","2",3,4,1,"NRP","","","",1,0,0,1,0,1,"HARLEY-DAVIDSON",1200,"SPORTSTER CUSTOM 100TH","CUSTOM","2","2003","25",2,2,3000,"7","","","","","","",NA,NA,NA,NA,"","","","","","","",NA,NA,NA,NA,"","",NA,"","",NA,NA,NA,NA,NA,NA,"","",NA,"","",NA,NA,NA,NA,NA,NA,"",3000,"3",4,NA,NA,NA,NA,NA,NA,NA,"NRP","NRP","NRP","NRP","2009","NRP","NRP","2007","NRP","","","","Motorcycle"
"323",1737,3929,"169V1",2,6,1,4,1,3,0,3,0,2,1,3,1,3,1,3,5,3,0,1,3,3,1,1,1,3,19,"rond points !!!","pareil","idem","","","","","","",NA,"2","2",40,1,11,"Vou","4","5","","",NA,NA,NA,"route de montagne, j'arrive sur une voiture qui freine .... erreur, elle pile pour un chien ! Je réalise, je bloque tout. Ca ne passera pas ! On relache tout, évitement et ça passe ! Un bon quart d'heure pour retrouver un rythme cardiaque normal.","J'ai cru que la voiture freinait, mais en fait elle ""pilait"".","J'ai eu une grosse frayeur, mais l'automobiliste a du se dire : ""ils roulent trop vite ces motards""","2","2","j'anticipe davantage","1","2","","freinage d'urgence à cause d'un chien","2","","1","2",NA,NA,NA,NA,"","2",1,"",NA,NA,NA,NA,"inattention","4","1","2","","1","3","4","4","4","1","1","1","1",1,4,4,4,4,NA,NA,NA,NA,NA,NA,NA,NA,2,"","","","","",NA,NA,NA,2,2,NA,2,2,1,1,50,0,50,0,0,"2","","","","","4","1","","","",3,"2","3",NA,1,70,1,2,3,4,7,9,NA,NA,NA,NA,"4","4","4","3","3","4","SUZUKI","1400","GSX","4687","ROADSTER","SUZUKI, 1400 GSX","1","2","1","1",1,1,1,1,1,1,1,1,"100000","12",4,1,"HONDA","750","VF-S (SABRE)","439","ROADSTER","HONDA, 750 VF-S (SABRE)","1","2","4","4","01AUG1957","7","1","3","2",1,1,NA,"NRP","","","",1,0,0,1,0,1,"SUZUKI",1400,"GSX","ROADSTER","2","2001","37",2,1,13000,"4","","","","","","",NA,NA,NA,NA,"","","","","","","",NA,NA,NA,NA,"","",NA,"","",NA,NA,NA,NA,NA,NA,"","",NA,"","",NA,NA,NA,NA,NA,NA,"",13000,"2",3,4,NA,NA,NA,NA,NA,NA,"NRP","NRP","NRP","1973","1976","NRP","NRP","1976","NRP","","","","Motorcycle"
"324",619,3930,"",1,5,0,4,1,4,0,4,1,3,0,4,0,3,0,3,5,2,0,2,0,4,1,2,0,NA,9,"","","","","","","","","",NA,"6","5",14,1,9,"NRP","","","","",NA,NA,NA,"","","","","","","","","","","","","","",NA,NA,NA,NA,"","",NA,"",NA,NA,NA,NA,"","","","","","","","","","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","","","","","","","","",NA,"","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","","","","","","","","","","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,"","",NA,NA,"","","","","","","","","","","30JAN1967","5","1","3","2",3,4,1,"NRP","","","",2,0,0,3,0,2,"KAWASAKI",750,"GPX-R","Routière / GT","2","1989","37",3,1,4000,"7","KAWASAKI","650","VERSYS","ROADSTER","2","2006",37,1,2,20000,"7","","","","","","",NA,NA,NA,NA,"","",NA,"","",NA,NA,NA,NA,NA,NA,"","",NA,"","",NA,NA,NA,NA,NA,NA,"",24000,"3",4,NA,NA,NA,NA,NA,NA,NA,"NRP","NRP","NRP","NRP","2001","NRP","NRP","1985","NRP","","","","Motorcycle"
"325",506,3931,"125V2",0,4,0,4,0,3,0,4,2,3,0,4,2,2,0,3,0,4,0,3,1,2,0,3,0,NA,5,"","","","","","","","","",NA,"8","4",11,1,5,"Vou","3","","","",NA,NA,NA,"Dans 1 rond point, j'etais bien engagé, 1 véhicule venant de droite , a attendu que je sois pratiquement à sa hauteur pour démarré.","Freinage d'urgence, je n'avait pas d'autre choix.","Je m'en douté un peu ( 6ème sens ).  Lui, aucune réaction, même pas un regard, c le + gros qui gagne!!!","AUT|Le -ème sens m'a sauvé","1","La colère","0","","","","","","4","9",NA,NA,NA,NA,"Les gens pour gagner 3 secondes, sont prés à vous envoyer dans le décors.","",NA,"",1,NA,NA,2,"Le 6ème sens, j'etais sur mes gardes, donc surpris mais sans +","4","3","","","1","4","4","4","1","1","1","1","1",1,4,1,1,10,NA,NA,NA,NA,NA,NA,NA,NA,2,"","","","","",NA,NA,NA,2,2,NA,2,1,1,1,0.1,99.9,0,0,0,"2","","","","","2","1","","","",1,"2","3",NA,0,25,1,10,2,3,4,NA,NA,NA,NA,NA,"4","4","4","4","4","4","VICTORY","1730","HIGH-BALL","16683","CUSTOM","VICTORY, 1730 HIGH-BALL","1","2","0","1",1,0,1,1,1,1,1,1,"2000","12",1,1,"KAWASAKI","1400","ZZR","8352","Routière / GT","KAWASAKI, 1400 ZZR","1","2","4","3","12DEC1950","9","2","3","2",2,3,NA,"NRP","","","",1,1,0,1,0,1,"KAWASAKI",1400,"ZZR","Routière / GT","2","2008","28",2,1,15000,"AUT|Villa","","","","","","",NA,NA,NA,NA,"","","","","","","",NA,NA,NA,NA,"","",NA,"","",NA,NA,NA,NA,NA,NA,"","",NA,"","",NA,NA,NA,NA,NA,NA,"",15000,"2",4,NA,NA,NA,NA,NA,NA,NA,"NRP","NRP","NRP","2004","NRP","NRP","NRP","1970","NRP","","","","Motorcycle"
"326",1949,3932,"",1,5,0,5,1,5,0,6,1,3,1,5,0,4,3,4,2,4,0,1,0,6,3,4,0,NA,12,"","","","","","","","","",NA,"2","2",35,1,9,"NRP","","","","",NA,NA,NA,"","","","","","","","","","","","","","",NA,NA,NA,NA,"","",NA,"",NA,NA,NA,NA,"","","","","","","","","","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","","","","","","","","",NA,"","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","","","","","","","","","","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,"","",NA,NA,"","","","","","","","","","","11MAR1962","5","2","3","2",2,3,NA,"NRP","","","",2,0,0,2,0,2,"HARLEY-DAVIDSON",1584,"STREET GLIDE","Routière / GT","2","2010","16",2,1,18000,"7","HONDA","125","VT SHADOW","CUSTOM","2","2006",28,2,2,6000,"7","","","","","","",NA,NA,NA,NA,"","",NA,"","",NA,NA,NA,NA,NA,NA,"","",NA,"","",NA,NA,NA,NA,NA,NA,"",24000,"4",3,NA,NA,NA,NA,NA,NA,NA,"NRP","NRP","NRP","NRP","1980","NRP","NRP","1980","NRP","","","","Motorcycle"
"327",1422,3933,"",0,5,0,6,0,5,0,5,0,5,0,5,0,3,0,5,0,5,0,5,0,4,0,3,0,NA,0,"","","","","","","","","",NA,"3","2",39,1,NA,"NRP","","","","",NA,NA,NA,"","","","","","","","","","","","","","",NA,NA,NA,NA,"","",NA,"",NA,NA,NA,NA,"","","","","","","","","","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","","","","","","","","",NA,"","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","","","","","","","","","","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,"","",NA,NA,"","","","","","","","","","","18NOV1957","9","2","3","2",2,3,NA,"NRP","","","",2,0,0,2,0,2,"TRIUMPH",800,"TIGER ABS","ROADSTER","2","2012","29",2,1,7000,"7","TRIUMPH","900","TROPHY","Routière / GT","2","1999",29,3,1,1000,"7","","","","","","",NA,NA,NA,NA,"","",NA,"","",NA,NA,NA,NA,NA,NA,"","",NA,"","",NA,NA,NA,NA,NA,NA,"",8000,"4",3,NA,NA,NA,NA,NA,NA,NA,"NRP","NRP","NRP","NRP","1976","NRP","NRP","1976","NRP","","","","Motorcycle"
"328",1911,3935,"",0,3,0,3,1,5,0,2,0,4,0,6,0,5,0,2,1,3,0,3,0,5,0,2,1,1,3,"Importante coulée de boue sur la route, suite à un orage. Signalée par un simple panneau de danger non spécifique, sans mention, posé au sol sur le bord de la route par les services de voirie la veille.","","","","","","","","",NA,"0","0",14,0,NA,"NRP","","","","",NA,NA,NA,"","","","","","","","","","","","","","",NA,NA,NA,NA,"","",NA,"",NA,NA,NA,NA,"","","","","","","","","","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","","","","","","","","",NA,"","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","","","","","","","","","","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,"","",NA,NA,"","","","","","","","","","","15JUL1974","7","2","3","1",1,1,NA,"NRP","","","",0,0,0,1,0,1,"BMW",1200,"R1200GS ADVENTURE ABS PACK","TRAIL / SUPERMOTARD","2","2010","18",2,1,30000,"4","","","","","","",NA,NA,NA,NA,"","","","","","","",NA,NA,NA,NA,"","",NA,"","",NA,NA,NA,NA,NA,NA,"","",NA,"","",NA,NA,NA,NA,NA,NA,"",30000,"3",4,NA,NA,NA,NA,NA,NA,NA,"NRP","NRP","NRP","NRP","2002","NRP","NRP","1998","NRP","","","","Motorcycle"
